Transaction_Date,Stock_ Date,Invoice_ID,Age_Group_Key,Customer_Gender_Key,Region_Key,Product_Key,Quantity_Sold
2015-01-09,2014-11-15,INV-1046,4,2,6,263,2
2015-01-09,2014-08-02,INV-1047,3,2,9,256,2
2015-01-09,2014-09-15,INV-1048,3,1,9,263,2
2015-01-10,2014-08-25,INV-1049,1,1,1,268,2
2015-01-10,2014-12-01,INV-1050,3,2,7,248,4
2015-01-10,2014-10-01,INV-1051,3,2,9,228,5
2015-01-10,2014-10-25,INV-1052,1,2,9,274,2
2015-01-11,2014-07-31,INV-1053,3,1,1,239,2
2015-01-11,2014-12-15,INV-1054,1,1,1,252,2
2015-01-11,2014-11-14,INV-1055,3,1,4,310,5
2015-01-11,2014-08-19,INV-1056,1,2,4,248,3
2015-01-11,2014-12-21,INV-1057,1,1,6,250,2
2015-01-11,2014-11-10,INV-1058,4,2,9,228,3
2015-01-11,2015-01-06,INV-1059,3,2,9,262,2
2015-01-11,2014-10-17,INV-1060,4,2,9,262,4
2015-01-11,2014-12-18,INV-1061,3,1,10,268,2
2015-01-12,2014-07-22,INV-1062,3,1,4,249,2
2015-01-12,2014-08-09,INV-1063,1,2,4,250,2
2015-01-12,2014-10-31,INV-1064,1,2,6,255,5
2015-01-12,2014-12-17,INV-1065,3,1,7,250,2
2015-01-12,2014-12-22,INV-1066,3,2,7,244,2
2015-01-12,2014-08-07,INV-1067,4,2,9,253,2
2015-01-12,2014-09-05,INV-1068,3,1,9,256,2
2015-01-13,2014-09-10,INV-1069,1,1,1,253,2
2015-01-13,2014-10-31,INV-1070,1,1,4,248,2
2015-01-13,2014-08-07,INV-1071,3,2,10,274,3
2015-01-14,2014-07-26,INV-1072,3,2,1,306,4
2015-01-14,2014-10-27,INV-1073,1,2,1,257,5
2015-01-14,2014-10-04,INV-1074,1,1,1,277,2
2015-01-14,2014-08-31,INV-1075,3,2,9,228,2
2015-01-14,2014-11-10,INV-1076,3,1,9,227,3
2015-01-14,2014-08-04,INV-1077,4,2,9,259,3
2015-01-14,2014-11-30,INV-1078,1,1,9,275,5
2015-01-14,2014-10-22,INV-1079,1,1,9,265,4
2015-01-14,2014-07-26,INV-1080,3,2,10,261,2
2015-01-15,2014-09-05,INV-1081,2,2,4,241,5
2015-01-15,2014-08-26,INV-1082,1,2,7,229,2
2015-01-15,2014-10-31,INV-1083,4,1,9,227,4
2015-01-15,2014-09-20,INV-1084,4,1,9,265,2
2015-01-15,2015-01-08,INV-1085,3,1,9,274,2
2015-01-15,2015-01-07,INV-1086,3,1,10,226,2
2015-01-15,2014-10-31,INV-1087,4,2,10,250,3
2015-01-16,2014-12-15,INV-1088,1,1,6,273,2
2015-01-16,2014-11-14,INV-1089,3,2,9,232,2
2015-01-16,2014-12-22,INV-1090,3,2,9,232,2
2015-01-16,2014-11-21,INV-1091,1,1,9,262,2
2015-01-16,2014-11-28,INV-1092,3,2,9,253,2
2015-01-16,2014-10-04,INV-1093,4,1,9,267,2
2015-01-16,2014-10-03,INV-1094,3,1,9,263,2
2015-01-17,2014-10-07,INV-1095,1,2,1,249,2
2015-01-17,2014-11-07,INV-1096,3,1,4,244,5
2015-01-17,2014-07-26,INV-1097,3,1,4,246,2
2015-01-17,2015-01-03,INV-1098,1,2,4,250,5
2015-01-17,2014-08-06,INV-1099,3,2,7,262,5
2015-01-17,2014-11-11,INV-1100,4,1,9,228,4
2015-01-17,2014-08-13,INV-1101,4,2,9,227,4
2015-01-17,2014-10-10,INV-1102,1,1,9,249,2
2015-01-18,2014-12-30,INV-1103,4,1,9,265,5
2015-01-18,2014-11-30,INV-1104,1,2,9,264,2
2015-01-18,2014-08-22,INV-1105,4,1,9,261,2
2015-01-18,2014-08-15,INV-1106,3,1,10,274,2
2015-01-18,2014-11-28,INV-1107,1,2,10,261,4
2015-01-18,2014-12-17,INV-1108,3,1,10,271,2
2015-01-19,2014-09-18,INV-1109,1,2,1,247,4
2015-01-19,2014-12-21,INV-1110,1,2,1,246,2
2015-01-19,2014-09-18,INV-1111,1,2,9,255,2
2015-01-19,2014-12-14,INV-1112,3,2,10,257,2
2015-01-19,2014-09-29,INV-1113,4,1,10,268,4
2015-01-19,2014-08-06,INV-1114,1,2,10,274,3
2015-01-20,2014-08-17,INV-1115,3,2,4,273,5
2015-01-20,2014-09-05,INV-1116,1,2,6,259,2
2015-01-20,2014-11-24,INV-1117,1,1,9,273,2
2015-01-20,2014-10-02,INV-1118,1,1,9,269,2
2015-01-20,2014-07-29,INV-1119,1,2,9,247,2
2015-01-20,2014-09-18,INV-1120,4,2,10,246,2
2015-01-21,2014-08-23,INV-1121,1,2,4,314,2
2015-01-21,2014-10-26,INV-1122,1,1,4,248,2
2015-01-21,2014-10-27,INV-1123,1,2,8,243,5
2015-01-21,2014-09-16,INV-1124,3,1,9,229,2
2015-01-21,2014-09-21,INV-1125,4,1,9,253,2
2015-01-21,2014-10-02,INV-1126,1,2,9,249,2
2015-01-21,2014-08-20,INV-1127,4,2,10,246,3
2015-01-22,2014-08-16,INV-1128,3,2,4,313,2
2015-01-22,2014-12-27,INV-1129,1,2,4,262,2
2015-01-22,2014-11-15,INV-1130,3,2,4,256,3
2015-01-22,2014-08-21,INV-1131,1,1,6,227,4
2015-01-22,2014-10-10,INV-1132,1,2,7,243,2
2015-01-22,2014-10-14,INV-1133,3,2,7,246,4
2015-01-22,2015-01-02,INV-1134,3,1,9,238,2
2015-01-22,2015-01-12,INV-1135,1,1,9,247,4
2015-01-22,2015-01-05,INV-1136,3,2,9,273,2
2015-01-23,2014-08-04,INV-1137,1,2,1,256,5
2015-01-23,2014-12-17,INV-1138,1,1,4,246,2
2015-01-23,2015-01-05,INV-1139,3,1,7,259,4
2015-01-24,2014-10-03,INV-1140,3,2,1,306,2
2015-01-24,2014-09-27,INV-1141,1,2,1,256,5
2015-01-24,2014-10-22,INV-1142,3,2,1,263,5
2015-01-24,2014-11-01,INV-1143,1,1,1,244,3
2015-01-24,2014-09-28,INV-1144,1,2,6,255,2
2015-01-24,2014-12-07,INV-1145,1,2,6,259,5
2015-01-24,2014-09-30,INV-1146,3,2,9,253,4
2015-01-24,2014-08-24,INV-1147,1,2,9,249,2
2015-01-25,2014-12-13,INV-1148,3,1,1,277,2
2015-01-25,2014-11-17,INV-1149,1,1,4,263,3
2015-01-25,2014-10-11,INV-1150,1,1,4,248,2
2015-01-25,2014-10-14,INV-1151,1,1,9,269,2
2015-01-26,2014-12-05,INV-1152,1,1,1,244,5
2015-01-26,2014-11-17,INV-1153,3,1,9,227,4
2015-01-26,2014-10-14,INV-1154,1,2,9,250,4
2015-01-26,2014-12-23,INV-1155,1,2,9,255,2
2015-01-26,2014-11-10,INV-1156,1,2,10,237,2
2015-01-27,2014-10-13,INV-1157,1,2,1,250,2
2015-01-27,2014-09-14,INV-1158,3,2,7,257,2
2015-01-27,2014-11-18,INV-1159,3,2,9,232,5
2015-01-27,2014-08-24,INV-1160,1,1,9,259,4
2015-01-27,2014-08-14,INV-1161,1,1,9,265,4
2015-01-28,2014-11-03,INV-1162,3,2,1,260,2
2015-01-28,2015-01-10,INV-1163,1,1,1,313,2
2015-01-28,2015-01-21,INV-1164,1,2,4,262,4
2015-01-28,2014-11-06,INV-1165,1,1,8,254,5
2015-01-28,2014-08-15,INV-1166,3,2,9,228,2
2015-01-28,2014-11-07,INV-1167,4,2,9,265,5
2015-01-29,2014-09-11,INV-1168,4,1,9,228,5
2015-01-29,2014-12-12,INV-1169,1,2,9,250,2
2015-01-29,2014-11-23,INV-1170,4,1,9,265,3
2015-01-29,2015-01-17,INV-1171,3,1,9,263,3
2015-01-30,2014-11-19,INV-1172,1,2,1,249,4
2015-01-30,2014-11-30,INV-1173,3,2,4,256,2
2015-01-30,2014-10-05,INV-1174,1,1,4,263,2
2015-01-30,2014-10-17,INV-1175,1,2,4,244,3
2015-01-30,2014-09-04,INV-1176,1,1,6,273,2
2015-01-30,2014-08-28,INV-1177,1,1,8,246,2
2015-01-30,2014-08-10,INV-1178,3,2,8,265,2
2015-01-30,2015-01-21,INV-1179,3,2,9,255,2
2015-01-30,2014-10-19,INV-1180,4,1,9,261,2
2015-01-30,2014-08-12,INV-1181,3,1,10,274,3
2015-01-31,2015-01-09,INV-1182,4,2,1,244,2
2015-01-31,2014-10-31,INV-1183,1,1,1,271,3
2015-01-31,2014-08-16,INV-1184,1,1,1,313,2
2015-01-31,2014-10-09,INV-1185,1,1,1,252,5
2015-01-31,2014-08-23,INV-1186,1,2,4,248,5
2015-01-31,2014-11-08,INV-1187,3,1,9,226,2
2015-01-31,2014-10-20,INV-1188,4,2,9,229,5
2015-02-01,2014-09-12,INV-1189,1,1,4,249,2
2015-02-01,2014-09-02,INV-1190,3,1,6,245,2
2015-02-01,2015-01-04,INV-1191,3,2,9,253,4
2015-02-01,2014-08-21,INV-1192,3,1,9,262,3
2015-02-01,2014-12-06,INV-1193,3,2,9,256,4
2015-02-01,2014-08-15,INV-1194,1,2,10,274,2
2015-02-02,2015-01-02,INV-1195,1,1,6,265,2
2015-02-02,2014-12-08,INV-1196,1,1,6,250,2
2015-02-02,2014-11-11,INV-1197,4,1,7,261,2
2015-02-02,2014-12-02,INV-1198,3,1,8,274,4
2015-02-02,2014-10-26,INV-1199,3,1,9,271,2
2015-02-02,2014-11-19,INV-1200,3,2,10,249,5
2015-02-03,2015-01-14,INV-1201,1,1,4,248,3
2015-02-03,2014-10-27,INV-1202,1,2,6,265,3
2015-02-03,2014-08-11,INV-1203,3,2,6,247,5
2015-02-03,2015-01-02,INV-1204,1,1,6,245,2
2015-02-03,2014-12-26,INV-1205,4,1,7,243,3
2015-02-03,2014-09-14,INV-1206,4,1,9,265,3
2015-02-03,2014-11-22,INV-1207,3,2,9,257,2
2015-02-04,2015-01-06,INV-1208,1,2,1,257,4
2015-02-04,2014-09-25,INV-1209,3,1,7,244,2
2015-02-04,2014-12-09,INV-1210,3,2,8,249,3
2015-02-04,2014-09-01,INV-1211,4,2,9,268,2
2015-02-04,2014-12-18,INV-1212,4,1,9,275,2
2015-02-04,2014-09-21,INV-1213,3,1,10,245,3
2015-02-04,2014-11-24,INV-1214,1,1,10,260,5
2015-02-05,2014-09-29,INV-1215,1,1,1,305,4
2015-02-05,2014-09-24,INV-1216,3,1,6,245,2
2015-02-05,2014-11-05,INV-1217,3,1,7,231,3
2015-02-05,2014-09-19,INV-1218,3,1,9,226,5
2015-02-05,2014-11-22,INV-1219,3,1,9,274,5
2015-02-05,2014-09-20,INV-1220,1,2,10,274,2
2015-02-06,2015-01-23,INV-1221,4,2,1,269,4
2015-02-06,2014-12-24,INV-1222,1,2,1,273,2
2015-02-06,2014-10-20,INV-1223,1,1,1,261,2
2015-02-06,2015-01-31,INV-1224,3,1,6,231,2
2015-02-06,2014-12-19,INV-1225,3,2,6,246,2
2015-02-06,2014-11-09,INV-1226,3,2,6,248,4
2015-02-06,2014-12-10,INV-1227,4,1,6,246,3
2015-02-06,2014-12-22,INV-1228,3,1,7,274,2
2015-02-06,2015-01-09,INV-1229,3,1,9,263,2
2015-02-06,2014-11-25,INV-1230,3,2,10,249,2
2015-02-07,2014-11-07,INV-1231,3,2,1,306,2
2015-02-07,2014-08-29,INV-1232,1,2,1,250,3
2015-02-07,2014-12-18,INV-1233,1,1,4,265,5
2015-02-07,2014-09-16,INV-1234,3,1,9,237,3
2015-02-07,2014-10-06,INV-1235,3,1,9,256,2
2015-02-07,2014-12-10,INV-1236,3,1,9,265,4
2015-02-08,2014-10-24,INV-1237,3,2,4,314,4
2015-02-08,2015-02-01,INV-1238,1,2,8,251,5
2015-02-08,2015-01-25,INV-1239,3,2,9,255,2
2015-02-08,2014-11-14,INV-1240,4,2,10,232,3
2015-02-09,2014-09-07,INV-1241,1,2,9,274,5
2015-02-09,2014-12-10,INV-1242,1,2,10,252,2
2015-02-09,2014-10-05,INV-1243,1,1,10,264,4
2015-02-10,2015-01-22,INV-1244,1,2,1,262,2
2015-02-10,2014-10-13,INV-1245,1,1,4,229,2
2015-02-10,2014-09-05,INV-1246,1,1,4,268,4
2015-02-10,2015-01-21,INV-1247,4,2,4,261,2
2015-02-10,2014-10-22,INV-1248,3,1,6,273,3
2015-02-10,2014-10-19,INV-1249,4,2,6,259,5
2015-02-10,2014-10-27,INV-1250,3,1,8,271,2
2015-02-10,2014-09-17,INV-1251,3,1,9,262,3
2015-02-10,2014-09-12,INV-1252,1,2,10,231,3
2015-02-10,2015-01-13,INV-1253,1,1,10,256,5
2015-02-11,2015-01-07,INV-1254,1,2,4,246,3
2015-02-11,2015-01-15,INV-1255,1,2,6,261,2
2015-02-11,2014-08-25,INV-1256,1,2,6,261,3
2015-02-11,2014-09-23,INV-1257,1,2,6,255,2
2015-02-11,2014-12-14,INV-1258,4,2,6,250,4
2015-02-11,2015-01-28,INV-1259,1,1,6,248,5
2015-02-11,2014-12-20,INV-1260,4,2,7,259,2
2015-02-11,2015-02-05,INV-1261,1,1,8,269,5
2015-02-11,2014-08-17,INV-1262,3,1,9,256,5
2015-02-11,2014-09-05,INV-1263,3,2,9,255,4
2015-02-11,2014-11-05,INV-1264,3,1,9,263,2
2015-02-11,2014-10-31,INV-1265,4,1,9,249,5
2015-02-12,2015-01-09,INV-1266,3,2,6,226,4
2015-02-12,2014-12-22,INV-1267,1,2,6,265,2
2015-02-12,2014-10-31,INV-1268,1,1,6,248,2
2015-02-13,2014-09-16,INV-1269,4,1,6,253,5
2015-02-13,2014-11-28,INV-1270,1,1,6,247,2
2015-02-13,2015-01-12,INV-1271,3,2,6,246,2
2015-02-13,2015-01-29,INV-1272,1,1,8,226,3
2015-02-13,2015-01-29,INV-1273,3,2,8,253,5
2015-02-13,2014-08-18,INV-1274,1,1,10,229,3
2015-02-13,2014-10-03,INV-1275,1,2,10,252,3
2015-02-14,2014-12-22,INV-1276,4,2,1,246,2
2015-02-14,2014-12-14,INV-1277,2,1,4,261,2
2015-02-14,2014-08-28,INV-1278,4,1,6,274,4
2015-02-14,2014-11-11,INV-1279,1,1,6,273,5
2015-02-14,2014-09-15,INV-1280,1,1,7,245,5
2015-02-14,2014-08-21,INV-1281,1,2,8,246,2
2015-02-14,2014-08-28,INV-1282,4,1,9,253,2
2015-02-14,2014-08-18,INV-1283,1,2,10,316,4
2015-02-15,2015-02-02,INV-1284,1,2,1,262,2
2015-02-15,2014-10-31,INV-1285,4,1,1,261,3
2015-02-15,2014-10-09,INV-1286,3,2,4,314,2
2015-02-15,2014-09-04,INV-1287,1,2,8,254,3
2015-02-15,2014-11-06,INV-1288,3,2,9,255,2
2015-02-15,2014-11-02,INV-1289,3,2,9,247,5
2015-02-16,2014-11-16,INV-1290,1,2,1,241,5
2015-02-16,2015-01-06,INV-1291,3,2,9,253,2
2015-02-16,2014-10-13,INV-1292,4,1,9,273,4
2015-02-17,2014-10-30,INV-1293,1,2,4,250,2
2015-02-17,2014-09-19,INV-1294,1,1,6,248,2
2015-02-17,2014-11-08,INV-1295,1,2,8,256,4
2015-02-17,2014-12-14,INV-1296,3,1,9,256,3
2015-02-18,2014-11-06,INV-1297,1,2,6,265,3
2015-02-18,2014-09-03,INV-1298,1,2,7,250,2
2015-02-19,2014-09-17,INV-1299,4,1,6,274,2
2015-02-19,2014-10-12,INV-1300,4,1,6,261,2
2015-02-19,2014-11-06,INV-1301,3,2,8,247,3
2015-02-19,2014-12-04,INV-1302,1,1,9,263,2
2015-02-19,2014-08-24,INV-1303,1,1,9,247,2
2015-02-19,2014-12-25,INV-1304,4,1,9,257,5
2015-02-20,2014-10-24,INV-1305,3,1,4,244,2
2015-02-20,2014-09-03,INV-1306,3,2,6,251,2
2015-02-20,2014-12-13,INV-1307,3,2,6,251,2
2015-02-20,2014-09-19,INV-1308,3,1,9,256,2
2015-02-20,2014-12-30,INV-1309,4,1,9,263,3
2015-02-21,2014-11-14,INV-1310,3,2,9,253,2
2015-02-22,2014-09-19,INV-1311,1,2,1,250,3
2015-02-22,2015-01-07,INV-1312,3,1,6,231,5
2015-02-22,2015-02-02,INV-1313,3,1,6,261,5
2015-02-22,2014-10-17,INV-1314,3,1,6,268,2
2015-02-22,2014-09-16,INV-1315,3,1,9,253,3
2015-02-22,2014-12-02,INV-1316,3,2,9,253,5
2015-02-22,2014-11-13,INV-1317,3,1,9,262,3
2015-02-22,2014-09-22,INV-1318,4,2,9,256,2
2015-02-22,2014-12-14,INV-1319,1,1,9,268,2
2015-02-22,2014-12-25,INV-1320,1,1,10,227,2
2015-02-23,2014-09-06,INV-1321,3,1,1,247,5
2015-02-23,2014-12-02,INV-1322,3,2,8,264,5
2015-02-23,2014-09-08,INV-1323,3,2,9,256,4
2015-02-23,2014-08-31,INV-1324,3,2,9,257,5
2015-02-23,2014-12-31,INV-1325,3,1,9,273,3
2015-02-24,2014-12-22,INV-1326,1,1,1,264,2
2015-02-24,2014-12-04,INV-1327,1,2,4,268,2
2015-02-24,2014-09-16,INV-1328,1,1,6,265,4
2015-02-24,2014-11-30,INV-1329,4,1,6,246,2
2015-02-24,2014-12-26,INV-1330,4,2,7,248,2
2015-02-24,2014-12-18,INV-1331,1,2,8,275,4
2015-02-24,2015-01-11,INV-1332,3,1,9,244,4
2015-02-24,2015-01-04,INV-1333,3,2,9,259,2
2015-02-24,2014-09-12,INV-1334,3,1,9,268,2
2015-02-25,2014-08-29,INV-1335,1,1,4,249,2
2015-02-25,2015-01-27,INV-1336,1,1,6,250,2
2015-02-25,2014-09-12,INV-1337,3,1,8,274,2
2015-02-25,2014-11-17,INV-1338,3,2,9,262,4
2015-02-25,2014-12-08,INV-1339,4,2,9,269,2
2015-02-26,2014-11-26,INV-1340,1,2,1,226,2
2015-02-26,2014-12-13,INV-1341,1,1,1,244,2
2015-02-26,2014-10-17,INV-1342,1,1,4,249,4
2015-02-26,2015-01-30,INV-1343,4,2,6,255,2
2015-02-26,2014-09-14,INV-1344,3,1,6,275,3
2015-02-26,2014-12-09,INV-1345,1,1,6,273,2
2015-02-26,2014-11-02,INV-1346,4,2,6,248,3
2015-02-26,2014-10-28,INV-1347,3,2,6,251,2
2015-02-26,2015-01-03,INV-1348,1,2,6,259,2
2015-02-26,2015-01-16,INV-1349,3,2,9,255,4
2015-02-26,2014-09-13,INV-1350,1,2,9,263,3
2015-02-26,2014-10-21,INV-1351,1,1,9,263,4
2015-02-27,2014-12-08,INV-1352,3,2,6,271,3
2015-02-27,2014-12-24,INV-1353,1,1,7,248,5
2015-02-27,2014-10-30,INV-1354,1,1,8,250,5
2015-02-28,2014-11-25,INV-1355,1,2,4,232,2
2015-02-28,2014-11-16,INV-1356,3,1,4,246,2
2015-02-28,2014-09-15,INV-1357,1,1,6,245,3
2015-02-28,2015-01-25,INV-1358,4,1,7,250,2
2015-02-28,2014-12-17,INV-1359,3,2,9,253,4
2015-03-01,2014-12-24,INV-1360,3,2,1,244,2
2015-03-01,2015-02-04,INV-1361,1,1,1,245,3
2015-03-01,2014-09-17,INV-1362,3,1,6,268,2
2015-03-01,2014-10-11,INV-1363,1,2,8,261,2
2015-03-01,2015-02-02,INV-1364,3,1,9,231,2
2015-03-01,2015-01-24,INV-1365,3,1,9,256,2
2015-03-02,2015-01-07,INV-1366,1,2,4,253,2
2015-03-02,2015-01-04,INV-1367,1,2,4,262,4
2015-03-02,2014-10-03,INV-1368,3,1,7,255,4
2015-03-02,2015-01-07,INV-1369,3,1,9,232,2
2015-03-02,2014-10-26,INV-1370,1,1,9,268,4
2015-03-02,2014-11-16,INV-1371,3,1,9,265,2
2015-03-02,2014-11-08,INV-1372,1,2,9,269,4
2015-03-03,2014-09-17,INV-1373,1,1,1,273,4
2015-03-03,2014-11-19,INV-1374,1,1,1,244,4
2015-03-03,2015-02-01,INV-1375,1,2,4,245,2
2015-03-03,2015-01-04,INV-1376,1,2,4,245,2
2015-03-03,2014-10-01,INV-1377,3,1,9,238,5
2015-03-03,2014-10-17,INV-1378,1,2,9,256,2
2015-03-03,2015-02-06,INV-1379,1,1,9,264,5
2015-03-03,2014-10-24,INV-1380,1,1,10,268,2
2015-03-03,2015-01-30,INV-1381,1,1,10,262,2
2015-03-04,2015-02-15,INV-1382,1,2,1,246,2
2015-03-04,2014-09-26,INV-1383,1,2,1,264,5
2015-03-04,2014-12-27,INV-1384,4,2,4,268,2
2015-03-04,2014-10-28,INV-1385,1,2,7,244,2
2015-03-04,2014-10-24,INV-1386,3,1,8,273,2
2015-03-04,2015-01-12,INV-1387,3,1,9,238,3
2015-03-04,2014-10-27,INV-1388,3,1,9,256,5
2015-03-04,2015-01-31,INV-1389,3,1,9,268,2
2015-03-05,2014-12-24,INV-1390,1,2,1,257,2
2015-03-05,2014-12-14,INV-1391,1,1,1,275,2
2015-03-05,2014-10-22,INV-1392,3,2,8,271,2
2015-03-06,2015-02-10,INV-1393,1,1,1,258,2
2015-03-06,2014-09-30,INV-1394,1,1,6,273,2
2015-03-06,2015-01-13,INV-1395,1,1,7,253,4
2015-03-06,2015-01-24,INV-1396,3,2,7,261,5
2015-03-06,2014-12-11,INV-1397,3,2,8,265,5
2015-03-06,2014-10-03,INV-1398,3,1,9,227,3
2015-03-06,2014-12-02,INV-1399,4,1,9,253,2
2015-03-06,2015-02-05,INV-1400,1,1,9,255,3
2015-03-06,2015-02-17,INV-1401,1,1,10,273,5
2015-03-07,2014-09-25,INV-1402,3,2,1,244,3
2015-03-07,2015-01-11,INV-1403,1,2,4,314,5
2015-03-07,2014-11-22,INV-1404,1,1,4,248,2
2015-03-07,2014-09-12,INV-1405,1,2,7,305,3
2015-03-07,2015-02-10,INV-1406,4,1,7,274,3
2015-03-07,2014-09-16,INV-1407,3,2,8,248,2
2015-03-07,2014-10-15,INV-1408,3,2,9,227,5
2015-03-07,2014-09-10,INV-1409,3,1,9,238,2
2015-03-07,2014-11-29,INV-1410,1,1,9,253,2
2015-03-08,2014-10-02,INV-1411,1,2,4,228,5
2015-03-08,2014-10-06,INV-1412,1,1,8,232,2
2015-03-08,2015-01-17,INV-1413,3,2,8,261,4
2015-03-08,2014-10-22,INV-1414,1,1,9,249,2
2015-03-09,2014-12-27,INV-1415,1,1,1,250,4
2015-03-09,2014-12-29,INV-1416,1,2,1,253,3
2015-03-09,2015-01-01,INV-1417,1,2,4,256,2
2015-03-09,2014-11-19,INV-1418,4,1,6,253,5
2015-03-09,2014-09-15,INV-1419,1,1,9,256,3
2015-03-09,2014-12-12,INV-1420,4,2,9,259,2
2015-03-10,2014-11-22,INV-1421,4,2,4,268,2
2015-03-10,2015-01-27,INV-1422,4,1,6,246,3
2015-03-11,2014-12-12,INV-1423,1,2,4,232,2
2015-03-11,2015-01-27,INV-1424,1,2,4,314,2
2015-03-11,2015-01-19,INV-1425,1,2,7,225,5
2015-03-11,2014-12-07,INV-1426,1,1,8,251,2
2015-03-11,2014-12-30,INV-1427,1,1,9,259,5
2015-03-11,2014-11-20,INV-1428,3,2,10,231,2
2015-03-12,2015-01-23,INV-1429,1,2,4,268,5
2015-03-12,2014-12-26,INV-1430,3,2,6,247,2
2015-03-12,2015-02-04,INV-1431,3,2,9,228,2
2015-03-12,2014-10-08,INV-1432,1,2,9,249,4
2015-03-12,2015-02-13,INV-1433,3,1,9,271,2
2015-03-13,2015-03-03,INV-1434,3,2,1,244,3
2015-03-13,2015-01-08,INV-1435,3,2,4,230,2
2015-03-13,2015-02-16,INV-1436,3,1,4,249,5
2015-03-13,2015-02-25,INV-1437,1,1,4,249,5
2015-03-13,2015-02-15,INV-1438,1,1,4,248,2
2015-03-13,2014-11-23,INV-1439,1,2,7,305,4
2015-03-13,2015-03-02,INV-1440,3,2,9,228,2
2015-03-13,2014-11-15,INV-1441,3,2,9,232,3
2015-03-13,2014-11-23,INV-1442,1,1,9,253,2
2015-03-13,2014-09-22,INV-1443,3,2,9,255,2
2015-03-14,2014-11-06,INV-1444,1,2,4,227,4
2015-03-14,2014-10-07,INV-1445,1,1,4,248,2
2015-03-14,2015-03-05,INV-1446,3,1,8,244,2
2015-03-14,2014-12-26,INV-1447,4,1,9,275,5
2015-03-15,2015-02-12,INV-1448,1,1,1,252,4
2015-03-15,2014-10-20,INV-1449,1,2,4,262,3
2015-03-15,2015-03-09,INV-1450,3,2,4,273,5
2015-03-15,2015-01-01,INV-1451,1,1,4,246,3
2015-03-15,2014-10-27,INV-1452,3,2,8,253,3
2015-03-15,2014-09-28,INV-1453,3,1,9,229,4
2015-03-15,2014-11-01,INV-1454,3,1,9,239,2
2015-03-15,2014-11-27,INV-1455,1,2,9,246,2
2015-03-15,2015-02-28,INV-1456,4,2,9,259,2
2015-03-15,2015-02-05,INV-1457,3,2,9,247,2
2015-03-16,2014-11-17,INV-1458,3,2,4,256,5
2015-03-16,2014-09-30,INV-1459,1,1,4,248,2
2015-03-16,2014-12-23,INV-1460,1,2,6,255,3
2015-03-16,2014-12-28,INV-1461,1,2,9,246,2
2015-03-16,2015-03-04,INV-1462,4,1,9,256,2
